continent.country.region,Freq,continent,country,region,iso2c,iso3c,latitude_country,longitude_country,latitude_region,longitude_region,locality_revgeo,administrative_area_level_1_revgeo,administrative_area_level_2_revgeo,country_revgeo,state_revgeo_natearth,country_revgeo_natearth,,
Europe / Finland / Päijät-Häme,3,Europe,Finland,Päijät-Häme,FI,FIN,64.49884844,26.27467024,61.3230041,25.7322496,NA,NA,NA,Finland,Päijänne Tavastia,Finland,TRUE,
Europe / Finland / Pirkanmaa,34,Europe,Finland,Pirkanmaa,FI,FIN,64.49884844,26.27467024,61.6986918,23.7895598,Tampere,NA,NA,Finland,Pirkanmaa,Finland,TRUE,
Europe / Finland / Southern Finland,1,Europe,Finland,Southern Finland,FI,FIN,64.49884844,26.27467024,60.6398758,26.1285786,NA,NA,NA,Finland,Uusimaa,Finland,TRUE,
Europe / Finland / Uusimaa,13268,Europe,Finland,Uusimaa,FI,FIN,64.49884844,26.27467024,60.21872,25.271621,NA,NA,NA,Finland,NA,Dhekelia Cantonment,FALSE,
Europe / Finland / Vaasa,14,Europe,Finland,Vaasa,FI,FIN,64.49884844,26.27467024,63.095089,21.6164564,Vaasa,NA,NA,Finland,Ostrobothnia,Finland,TRUE,
Europe / France / Alpes-Maritimes,23,Europe,France,Alpes-Maritimes,FR,FRA,46.18700581,2.53618475,43.9466791,7.179026,La Tour,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,France,Alpes-Maritimes,Dhekelia Cantonment,FALSE,
Europe / France / Alpes Maritimes,1,Europe,France,Alpes Maritimes,FR,FRA,46.18700581,2.53618475,43.9466791,7.179026,La Tour,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,France,Alpes-Maritimes,Dhekelia Cantonment,FALSE,
Europe / France / Alsace,8,Europe,France,Alsace,FR,FRA,46.18700581,2.53618475,48.3181795,7.4416241,Dambach-la-Ville,Grand Est,Bas-Rhin,France,Bas-Rhin,Dhekelia Cantonment,FALSE,
Europe / France / Aquitaine,1,Europe,France,Aquitaine,FR,FRA,46.18700581,2.53618475,44.7002222,-0.2995785,Soulignac,Nouvelle-Aquitaine,Gironde,France,Gironde,Dhekelia Cantonment,FALSE,
Europe / France / Ardennes,2,Europe,France,Ardennes,FR,FRA,46.18700581,2.53618475,49.7624642,4.6285053,Sury,Grand Est,Ardennes,France,Ardennes,Dhekelia Cantonment,FALSE,
Europe / France / Ariege,1,Europe,France,Ariege,FR,FRA,46.18700581,2.53618475,42.9326292,1.443469,Le Bosc,Occitanie,Ariege,France,Ariège,Dhekelia Cantonment,FALSE,
Europe / France / Aude,28,Europe,France,Aude,FR,FRA,46.18700581,2.53618475,43.0724667,2.3813621,Greffeil,Occitanie,Aude,France,Aude,Dhekelia Cantonment,FALSE,
Europe / France / Auvergne,1,Europe,France,Auvergne,FR,FRA,46.18700581,2.53618475,45.7032695,3.3448536,Montmorin,Auvergne-Rhône-Alpes,Puy-de-Dome,France,Puy-de-Dôme,Dhekelia Cantonment,FALSE,
Europe / France / Auvergne-Rhone-Alpes,35788,Europe,France,Auvergne-Rhone-Alpes,FR,FRA,46.18700581,2.53618475,45.5126545,4.4904519,St-Chamond,Auvergne-Rhône-Alpes,Loire,France,Loire,Dhekelia Cantonment,FALSE,
Europe / France / Auvernia-Rodano-Alpes,17,Europe,France,Auvernia-Rodano-Alpes,FR,FRA,46.18700581,2.53618475,45.5126545,4.4904519,St-Chamond,Auvergne-Rhône-Alpes,Loire,France,Loire,Dhekelia Cantonment,FALSE,
Europe / France / Aveyron,2,Europe,France,Aveyron,FR,FRA,46.18700581,2.53618475,44.2179747,2.6189273,Salmiech,Occitanie,Aveyron,France,Aveyron,Dhekelia Cantonment,FALSE,
Europe / France / Basse Normandie,14,Europe,France,Basse Normandie,FR,FRA,46.18700581,2.53618475,48.8788472,-0.5157492,Saint-Denis-de-Méré,Normandy,Calvados,France,Calvados,Dhekelia Cantonment,FALSE,
Europe / France / Bourgogne,5,Europe,France,Bourgogne,FR,FRA,46.18700581,2.53618475,47.0232157,5.0922632,Labergement-lès-Seurre,Bourgogne-Franche-Comté,Côte-d'Or,France,Côte-d’Or,Dhekelia Cantonment,FALSE,
Europe / France / Bourgogne-France-Conté,1,Europe,France,Bourgogne-France-Conté,FR,FRA,46.18700581,2.53618475,47.0232157,5.0922632,Labergement-lès-Seurre,Bourgogne-Franche-Comté,Côte-d'Or,France,Côte-d’Or,Dhekelia Cantonment,FALSE,
Europe / France / Bourgogne-Franche-Comte,6748,Europe,France,Bourgogne-Franche-Comte,FR,FRA,46.18700581,2.53618475,47.0232157,5.0922632,Labergement-lès-Seurre,Bourgogne-Franche-Comté,Côte-d'Or,France,Côte-d’Or,Dhekelia Cantonment,FALSE,
Europe / France / Bourgogne-Franche-Comté,11,Europe,France,Bourgogne-Franche-Comté,FR,FRA,46.18700581,2.53618475,47.0232157,5.0922632,Labergement-lès-Seurre,Bourgogne-Franche-Comté,Côte-d'Or,France,Côte-d’Or,Dhekelia Cantonment,FALSE,
Europe / France / Bretagbe,2,Europe,France,Bretagbe,FR,FRA,46.18700581,2.53618475,48.2020471,-2.9326435,Guerlédan,Brittany,Côtes-d'Armor,France,Côtes-d'Armor,Dhekelia Cantonment,FALSE,
Europe / France / Bretagne,6571,Europe,France,Bretagne,FR,FRA,46.18700581,2.53618475,48.2020471,-2.9326435,Guerlédan,Brittany,Côtes-d'Armor,France,Côtes-d'Armor,Dhekelia Cantonment,FALSE,
Europe / France / Burgundy,1,Europe,France,Burgundy,FR,FRA,46.18700581,2.53618475,47.0525047,4.3837215,Igornay,Bourgogne-Franche-Comté,Saône-et-Loire,France,Saône-et-Loire,Dhekelia Cantonment,FALSE,
Europe / France / Centre,70,Europe,France,Centre,FR,FRA,46.18700581,2.53618475,45.7877363,3.1007949,Clermont-Ferrand,Auvergne-Rhône-Alpes,Puy-de-Dôme,France,Puy-de-Dôme,Dhekelia Cantonment,FALSE,
Europe / France / Centre-Val de Loire,2536,Europe,France,Centre-Val de Loire,FR,FRA,46.18700581,2.53618475,47.7515686,1.6750631,Lailly-en-Val,Centre-Val de Loire,Loiret,France,Loiret,Dhekelia Cantonment,FALSE,
Europe / France / Centre val de Loire,1,Europe,France,Centre val de Loire,FR,FRA,46.18700581,2.53618475,47.7515686,1.6750631,Lailly-en-Val,Centre-Val de Loire,Loiret,France,Loiret,Dhekelia Cantonment,FALSE,
Europe / France / Centre Val de Loire,2173,Europe,France,Centre Val de Loire,FR,FRA,46.18700581,2.53618475,47.7515686,1.6750631,Lailly-en-Val,Centre-Val de Loire,Loiret,France,Loiret,Dhekelia Cantonment,FALSE,
Europe / France / Centre Val De Loire,87,Europe,France,Centre Val De Loire,FR,FRA,46.18700581,2.53618475,47.7515686,1.6750631,Lailly-en-Val,Centre-Val de Loire,Loiret,France,Loiret,Dhekelia Cantonment,FALSE,
Europe / France / Champagne-Ardenne,15,Europe,France,Champagne-Ardenne,FR,FRA,46.18700581,2.53618475,48.7934092,4.4725249,Songy,Grand Est,Marne,France,Marne,Dhekelia Cantonment,FALSE,
Europe / France / Corse,764,Europe,France,Corse,FR,FRA,46.18700581,2.53618475,42.0396042,9.0128926,Ucciani,Corsica,Corse-du-Sud,France,Corse-du-Sud,Dhekelia Cantonment,FALSE,
Europe / France / Côte d'Azur,1,Europe,France,Côte d'Azur,FR,FRA,46.18700581,2.53618475,43.2547731,6.6378577,Saint-Tropez,Provence-Alpes-Côte d'Azur,Var,France,Var,Dhekelia Cantonment,FALSE,
Europe / France / Gers,6,Europe,France,Gers,FR,FRA,46.18700581,2.53618475,43.6366479,0.4502368,Barran,Occitanie,Gers,France,Gers,Dhekelia Cantonment,FALSE,
Europe / France / Gironde,1,Europe,France,Gironde,FR,FRA,46.18700581,2.53618475,44.849665,-0.4502368,Tresses,Nouvelle-Aquitaine,Gironde,France,Gironde,Dhekelia Cantonment,FALSE,
Europe / France / Grand-Est,7050,Europe,France,Grand-Est,FR,FRA,46.18700581,2.53618475,48.9131152,5.4425501,Les Paroches,Grand Est,Meuse,France,Meuse,Dhekelia Cantonment,FALSE,
Europe / France / Grand Est,4049,Europe,France,Grand Est,FR,FRA,46.18700581,2.53618475,48.9131152,5.4425501,Les Paroches,Grand Est,Meuse,France,Meuse,Dhekelia Cantonment,FALSE,
Europe / France / Grenoble,126,Europe,France,Grenoble,FR,FRA,46.18700581,2.53618475,45.188529,5.724524,Grenoble,Auvergne-Rhône-Alpes,Isère,France,Isère,Dhekelia Cantonment,FALSE,
Europe / France / Haut-Rhin,3,Europe,France,Haut-Rhin,FR,FRA,46.18700581,2.53618475,47.9315041,7.2441099,Orschwihr,Grand Est,Haut-Rhin,France,Haut-Rhin,Dhekelia Cantonment,FALSE,
Europe / France / Haute-Garonne,464,Europe,France,Haute-Garonne,FR,FRA,46.18700581,2.53618475,43.4010462,1.135302,Rieumes,Occitanie,Haute-Garonne,France,Haute-Garonne,Dhekelia Cantonment,FALSE,
Europe / France / Haute-Normandie,8,Europe,France,Haute-Normandie,FR,FRA,46.18700581,2.53618475,49.524641,0.8828329,Saint-Paër,Normandy,Seine-Maritime,France,Seine-Maritime,Dhekelia Cantonment,FALSE,
Europe / France / Haute-Savoie,1,Europe,France,Haute-Savoie,FR,FRA,46.18700581,2.53618475,46.1756788,6.5389621,Onnion,Auvergne-Rhône-Alpes,Haute-Savoie,France,Haute-Savoie,Dhekelia Cantonment,FALSE,
Europe / France / Haute Garonne,1,Europe,France,Haute Garonne,FR,FRA,46.18700581,2.53618475,43.4010462,1.135302,Rieumes,Occitanie,Haute-Garonne,France,Haute-Garonne,Dhekelia Cantonment,FALSE,
Europe / France / Hautes-Pyrenees,31,Europe,France,Hautes-Pyrenees,FR,FRA,46.18700581,2.53618475,43.0193924,0.1494988,Beaudéan,Occitanie,Hautes-Pyrénées,France,Hautes-Pyrénées,Dhekelia Cantonment,FALSE,
Europe / France / Hauts-de-France,9553,Europe,France,Hauts-de-France,FR,FRA,46.18700581,2.53618475,49.6636127,2.5280732,Fontaine-sous-Montdidier,Hauts-de-France,Somme,France,Somme,Dhekelia Cantonment,FALSE,
Europe / France / Hauts de France,24,Europe,France,Hauts de France,FR,FRA,46.18700581,2.53618475,49.6636127,2.5280732,Fontaine-sous-Montdidier,Hauts-de-France,Somme,France,Somme,Dhekelia Cantonment,FALSE,
Europe / France / Hauts De France,6,Europe,France,Hauts De France,FR,FRA,46.18700581,2.53618475,49.6636127,2.5280732,Fontaine-sous-Montdidier,Hauts-de-France,Somme,France,Somme,Dhekelia Cantonment,FALSE,
Europe / France / Hon-Hergies,1,Europe,France,Hon-Hergies,FR,FRA,46.18700581,2.53618475,50.3320197,3.8207842,Hon-Hergies,Hauts-de-France,Nord,France,Nord,Dhekelia Cantonment,FALSE,
Europe / France / Ile-de-France,35504,Europe,France,Ile-de-France,FR,FRA,46.18700581,2.53618475,48.8499198,2.6370411,Torcy,Île-de-France,Seine-et-Marne,France,Seine-et-Marne,Dhekelia Cantonment,FALSE,
Europe / France / Île-de-France,218,Europe,France,Île-de-France,FR,FRA,46.18700581,2.53618475,48.8499198,2.6370411,Torcy,Île-de-France,Seine-et-Marne,France,Seine-et-Marne,Dhekelia Cantonment,FALSE,
Europe / France / Ile de France,597,Europe,France,Ile de France,FR,FRA,46.18700581,2.53618475,48.8499198,2.6370411,Torcy,Île-de-France,Seine-et-Marne,France,Seine-et-Marne,Dhekelia Cantonment,FALSE,
Europe / France / Ile De France,67,Europe,France,Ile De France,FR,FRA,46.18700581,2.53618475,48.8499198,2.6370411,Torcy,Île-de-France,Seine-et-Marne,France,Seine-et-Marne,Dhekelia Cantonment,FALSE,
Europe / France / Isère,1,Europe,France,Isère,FR,FRA,46.18700581,2.53618475,44.9957745,5.9293476,Lavaldens,Auvergne-Rhône-Alpes,Isere,France,Isère,Dhekelia Cantonment,FALSE,
Europe / France / Lorraine,34,Europe,France,Lorraine,FR,FRA,46.18700581,2.53618475,48.8744233,6.2080932,Belleau,Grand Est,Meurthe-et-Moselle,France,Meurthe-et-Moselle,Dhekelia Cantonment,FALSE,
Europe / France / Lot,8,Europe,France,Lot,FR,FRA,46.18700581,2.53618475,44.5379358,1.6760691,Orniac,Occitanie,Lot,France,Lot,Dhekelia Cantonment,FALSE,
Europe / France / Lot-et-Garonne,20,Europe,France,Lot-et-Garonne,FR,FRA,46.18700581,2.53618475,44.2470173,0.4502368,Clermont-Dessous,Nouvelle-Aquitaine,Lot-et-Garonne,France,Lot-et-Garonne,Dhekelia Cantonment,FALSE,
Europe / France / Marseille,1433,Europe,France,Marseille,FR,FRA,46.18700581,2.53618475,43.296482,5.36978,Marseille,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,France,Bouches-du-Rhône,Dhekelia Cantonment,FALSE,
Europe / France / Meurthe-et-Moselle,1,Europe,France,Meurthe-et-Moselle,FR,FRA,46.18700581,2.53618475,48.7997007,6.0947014,Marbache,Grand Est,Meurthe-et-Moselle,France,Meurthe-et-Moselle,Dhekelia Cantonment,FALSE,
Europe / France / Meurthe et Moselle,1,Europe,France,Meurthe et Moselle,FR,FRA,46.18700581,2.53618475,48.7997007,6.0947014,Marbache,Grand Est,Meurthe-et-Moselle,France,Meurthe-et-Moselle,Dhekelia Cantonment,FALSE,
Europe / France / Meuse,2,Europe,France,Meuse,FR,FRA,46.18700581,2.53618475,49.0824319,5.2823997,Vadelaincourt,Grand Est,Meuse,France,Meuse,Dhekelia Cantonment,FALSE,
Europe / France / Meuthe-et-Moselle,1,Europe,France,Meuthe-et-Moselle,FR,FRA,46.18700581,2.53618475,48.7997007,6.0947014,Marbache,Grand Est,Meurthe-et-Moselle,France,Meurthe-et-Moselle,Dhekelia Cantonment,FALSE,
Europe / France / Meuthe et Moselle,1,Europe,France,Meuthe et Moselle,FR,FRA,46.18700581,2.53618475,48.7997007,6.0947014,Marbache,Grand Est,Meurthe-et-Moselle,France,Meurthe-et-Moselle,Dhekelia Cantonment,FALSE,
Europe / France / NA,2311,Europe,France,NA,FR,FRA,46.18700581,2.53618475,46.18700581,2.53618475,La Petite-Marche,Auvergne-Rhône-Alpes,Allier,France,Allier,Dhekelia Cantonment,FALSE,
Europe / France / Nice,18,Europe,France,Nice,FR,FRA,46.18700581,2.53618475,43.7101728,7.2619532,Nice,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,France,Alpes-Maritimes,Dhekelia Cantonment,FALSE,
Europe / France / Nord Pas de Calais,21,Europe,France,Nord Pas de Calais,FR,FRA,46.18700581,2.53618475,50.4801153,2.7937265,Hulluch,Hauts-de-France,Pas-de-Calais,France,Pas-de-Calais,Dhekelia Cantonment,FALSE,
Europe / France / Nord Pas De Calais,9,Europe,France,Nord Pas De Calais,FR,FRA,46.18700581,2.53618475,50.4801153,2.7937265,Hulluch,Hauts-de-France,Pas-de-Calais,France,Pas-de-Calais,Dhekelia Cantonment,FALSE,
Europe / France / Nord_Pas_de_Calais,1,Europe,France,Nord_Pas_de_Calais,FR,FRA,46.18700581,2.53618475,50.4801153,2.7937265,Hulluch,Hauts-de-France,Pas-de-Calais,France,Pas-de-Calais,Dhekelia Cantonment,FALSE,
Europe / France / Normandie,6002,Europe,France,Normandie,FR,FRA,46.18700581,2.53618475,48.8798704,0.1712529,Camembert,Normandy,Orne,France,Orne,Dhekelia Cantonment,FALSE,
Europe / France / Normandy,1,Europe,France,Normandy,FR,FRA,46.18700581,2.53618475,48.8798704,0.1712529,Camembert,Normandy,Orne,France,Orne,Dhekelia Cantonment,FALSE,
Europe / France / Nouvelle-Aquitaine,16641,Europe,France,Nouvelle-Aquitaine,FR,FRA,46.18700581,2.53618475,45.5990651,0.6142169,Étouars,Nouvelle-Aquitaine,Dordogne,France,Dordogne,Dhekelia Cantonment,FALSE,
Europe / France / Occitanie,14094,Europe,France,Occitanie,FR,FRA,46.18700581,2.53618475,43.4636856,2.1450245,Dourgne,Occitanie,Tarn,France,Tarn,Dhekelia Cantonment,FALSE,
Europe / France / PAC,77,Europe,France,PAC,FR,FRA,46.18700581,2.53618475,46.8199212,1.6841721,Châteauroux,Centre-Val de Loire,Indre,France,Indre,Dhekelia Cantonment,FALSE,
Europe / France / Pays-de-la-Loire,520,Europe,France,Pays-de-la-Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays de la Loire,3268,Europe,France,Pays de la Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays de La Loire,2726,Europe,France,Pays de La Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays De La Loire,109,Europe,France,Pays De La Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays de loire,1,Europe,France,Pays de loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays de Loire,43,Europe,France,Pays de Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Pays_de_Loire,6,Europe,France,Pays_de_Loire,FR,FRA,46.18700581,2.53618475,47.7632836,-0.3299687,Précigné,Pays de la Loire,Sarthe,France,Sarthe,Dhekelia Cantonment,FALSE,
Europe / France / Picardie,27,Europe,France,Picardie,FR,FRA,46.18700581,2.53618475,49.6636127,2.5280732,Fontaine-sous-Montdidier,Hauts-de-France,Somme,France,Somme,Dhekelia Cantonment,FALSE,
Europe / France / Poitou Charentes,1,Europe,France,Poitou Charentes,FR,FRA,46.18700581,2.53618475,45.903552,-0.3091837,Bagnizeau,Nouvelle-Aquitaine,Charente-Maritime,France,Charente-Maritime,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote- d'Azur,17,Europe,France,Provence-Alpes-Cote- d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote- d Azur,14,Europe,France,Provence-Alpes-Cote- d Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-alpes-cote-d'azur,3,Europe,France,Provence-alpes-cote-d'azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote-d'Azur,3426,Europe,France,Provence-Alpes-Cote-d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote-d Azur,113,Europe,France,Provence-Alpes-Cote-d Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote-d’Azur,28,Europe,France,Provence-Alpes-Cote-d’Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Côte-d’Azur,55,Europe,France,Provence-Alpes-Côte-d’Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote-dAzur,2,Europe,France,Provence-Alpes-Cote-dAzur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-cote d'Azur,5,Europe,France,Provence-Alpes-cote d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote d'Azur,12970,Europe,France,Provence-Alpes-Cote d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Côte d'Azur,13,Europe,France,Provence-Alpes-Côte d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence-Alpes-Cote d Azur,216,Europe,France,Provence-Alpes-Cote d Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence Alpes Cote Azur,54,Europe,France,Provence Alpes Cote Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Provence Alpes Côte d'Azur,2,Europe,France,Provence Alpes Côte d'Azur,FR,FRA,46.18700581,2.53618475,43.9351691,6.0679194,Saint-Julien-d'Asse,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,France,Alpes-de-Haute-Provence,Dhekelia Cantonment,FALSE,
Europe / France / Pyrenees-Orientales,7,Europe,France,Pyrenees-Orientales,FR,FRA,46.18700581,2.53618475,42.6012912,2.539603,Glorianes,Occitanie,Pyrénées-Orientales,France,Pyrénées-Orientales,Dhekelia Cantonment,FALSE,
Europe / France / Rhone Alpes,1,Europe,France,Rhone Alpes,FR,FRA,46.18700581,2.53618475,45.1695797,5.4502821,Malleval-en-Vercors,Auvergne-Rhône-Alpes,Isere,France,Isère,Dhekelia Cantonment,FALSE,
Europe / France / Seine Saint Denis,1,Europe,France,Seine Saint Denis,FR,FRA,46.18700581,2.53618475,48.9137455,2.4845729,Bondy,Île-de-France,Seine-Saint-Denis,France,Seine-Saint-Denis,Dhekelia Cantonment,FALSE,
Europe / France / Tarn,17,Europe,France,Tarn,FR,FRA,46.18700581,2.53618475,43.9264401,1.9881527,Rivières,Occitanie,Tarn,France,Tarn,Dhekelia Cantonment,FALSE,
Europe / France / Tarn-et-Garonne,6,Europe,France,Tarn-et-Garonne,FR,FRA,46.18700581,2.53618475,44.0126679,1.2891036,Montbeton,Occitanie,Tarn-et-Garonne,France,Tarn-et-Garonne,Dhekelia Cantonment,FALSE,
Europe / France / Val d'Oise,1,Europe,France,Val d'Oise,FR,FRA,46.18700581,2.53618475,49.0615901,2.1581351,Méry-sur-Oise,Île-de-France,Val-d'Oise,France,Val-d'Oise,Dhekelia Cantonment,FALSE,
Europe / Germany / Baden-Wurttemberg,67583,Europe,Germany,Baden-Wurttemberg,DE,DEU,51.10697903,10.38577693,48.6616037,9.3501336,Unterensingen,Baden-Württemberg,Stuttgart,Germany,Baden-Württemberg,Germany,TRUE,
Europe / Germany / Bavaria,44360,Europe,Germany,Bavaria,DE,DEU,51.10697903,10.38577693,48.7904472,11.4978895,Großmehring,Bayern,Oberbayern,Germany,Bavaria,Germany,TRUE,
Europe / Germany / Berlin,15832,Europe,Germany,Berlin,DE,DEU,51.10697903,10.38577693,52.5200066,13.404954,Berlin,Berlin,NA,Germany,Berlin,Germany,TRUE,
Europe / Germany / Brandenburg,6041,Europe,Germany,Brandenburg,DE,DEU,51.10697903,10.38577693,52.4125287,12.5316444,Brandenburg,Brandenburg,NA,Germany,Brandenburg,Germany,TRUE,
